siteId,ts,nox,no2,no,pm10,nvpm10,vpm10,nvpm2.5,pm2.5,vpm2.5,co,o3,so2,loc,lat,long
500,1521291600,145.84,64.09,53.32,500,32.85,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1521316800,112.72,50.78,40.39,500,30.92,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1521370800,81.91,36.58,29.56,500,34.78,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1521381600,85.21,40.05,29.46,500,32.85,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1521406800,57.05,31.61,16.59,500,32.85,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1521421200,28.22,19.61,5.62,500,18.36,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1521424800,20.06,15.33,3.09,500,22.22,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1521435600,80.26,42.25,24.79,500,25.12,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1521464400,119.56,58.62,39.74,500,55.07,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1521475200,147.45,67.99,51.82,500,65.7,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1521482400,139.9,69.11,46.17,500,52.17,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1521489600,77.22,45.79,20.5,500,32.85,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1521543600,172.92,75.43,63.58,500,49.28,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1521550800,169.12,80.52,57.78,500,48.31,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1521615600,477.32,88.17,253.8,500,47.34,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1521622800,236.04,77.21,103.59,500,,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1521680400,20.15,19.43,0.47,500,25.12,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1521694800,39.1,33.66,3.55,500,25.12,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1521702000,68.22,47.83,13.3,500,20.29,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1521741600,97.18,60.93,23.64,500,22.22,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1521766800,5.44,4.94,0.33,500,5.8,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1521806400,43.26,29.67,8.86,500,39.61,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1521813600,54.9,34.84,13.09,500,38.65,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1521846000,51.26,33.03,11.89,500,17.39,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1521871200,79.61,46.61,21.52,500,12.56,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1521889200,194.94,79.38,75.37,500,24.16,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1521896400,213.6,88.39,81.66,500,47.34,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1521957600,74.07,43.13,20.18,500,27.05,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1521964800,96.89,51.33,29.71,500,27.05,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1521982800,77.77,44.51,21.7,500,23.19,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1522033200,122.47,62.95,38.81,500,22.22,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1522036800,231.23,79.1,99.21,500,20.29,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1522040400,278.37,72.93,133.98,500,26.09,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1522065600,46.37,30.41,10.41,500,14.49,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1522072800,50.4,33.15,11.25,500,16.43,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1522080000,81.41,55.1,17.16,500,15.46,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1522116000,15.92,15.55,0.25,500,2.9,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1522134000,66.08,39.34,17.43,500,7.73,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1522148400,54.8,35.02,12.9,500,31.89,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1522216800,211.88,105.45,69.41,500,16.43,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1522310400,62.05,38.93,15.07,500,9.66,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1522324800,43.73,33.6,6.61,500,6.76,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1522339200,120.55,69.2,33.49,500,7.73,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1522346400,100.02,67.15,21.44,500,6.76,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1522360800,39.46,34.78,3.06,500,10.63,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1522382400,60.03,37.89,14.44,500,9.66,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1522400400,199.69,83.6,75.71,500,21.26,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1522411200,138.61,69.6,45.01,500,14.49,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1522533600,55.18,35.09,13.1,500,16.43,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1522537200,63.22,38.17,16.33,500,21.26,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1522630800,9.37,8.73,0.42,500,5.8,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1522652400,115.47,55.01,39.44,500,16.43,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1522710000,30.0,19.51,6.85,500,10.63,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1522731600,28.91,20.08,5.76,500,7.73,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1522796400,68.81,38.71,19.63,500,27.05,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1522836000,31.76,26.27,3.58,500,17.39,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1522854000,48.97,34.49,9.44,500,14.49,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1522864800,37.14,26.65,6.85,500,12.56,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1522872000,20.54,17.04,2.28,500,4.83,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1522879200,18.04,14.92,2.04,500,14.49,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1522897200,27.27,19.47,5.09,500,2.9,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1522972800,20.08,19.22,0.56,500,11.59,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1523016000,24.51,17.78,4.39,500,,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1523066400,104.8,59.52,29.53,500,36.72,,,,,,,,Temple Way,51.4579497129,-2.58398909033
500,1523088000,139.36,66.13,47.75,500,24.16,,,,,,,,Temple Way,51.4579497129,-2.58398909033
